commune,organisme_mairie,email_mairie,adresse_mairie,code_postal_mairie,ville_mairie,site_mairie,nb_dae,nb_dae_en_service,nb_dae_hors_service,nb_dae_24_7,nb_dae_accessibles_public,nb_dae_exterieur,nb_dae_interieur,types_dae,horaires_declares,notes_accessibilite,adresses_exemples,score_besoin,priorite_besoin,points_attention
Pont-de-l'Arche,Mairie - Pont-de-l'Arche,mairie@pontdelarche.fr,19 rue Maurice-Delamare,27340,Pont-de-l'Arche,https://lannuaire.service-public.gouv.fr/normandie/eure/600541a5-5cfe-42ff-90a5-8a818cf1de06,3,3,0,0,1,0,3,inconnu:3,"lundi / heures ouvrables:1 | samedi, dimanche, jours fériés, événements / heures ouvrables:1 | non renseigné / heures ouvrables:1",A l'intérieur du bâtiment dans le couloir:1 | Entrée accueil abbaye de Bonport - S D + évènements -Selon présence:1,DAE DE LA MAIRIE DE PONT DE L ARCHE SERVICES TECHN - 21 Rue Roger Bonnet | DELIMBE - Abbaye de Bonport -  Bonport - Abbaye de Bonport - Bonport | DECHETERIE DE PONT DE L ARCHE - CHEMIN DE LA PROCESSION,25,modérée,aucun DAE accessible 24h/24
Prey,Mairie - Prey,mairie@prey27.fr,Place René-Cardin,27220,Prey,https://lannuaire.service-public.gouv.fr/normandie/eure/6ee2d6ab-5d9a-4d8b-bef3-4d4639cefbed,5,5,0,0,2,4,1,inconnu:5,7j/7 / non renseigné:3 | non renseigné / non renseigné:1 | non renseigné / heures ouvrables:1,,DAE Salle des fêtes - Rue de Grossoeuvre | DAE Stade de foot - Route de grossoeuvre | DAE Epicerie - 52 Rue Charles de Gaulle | DAE Ecole - Place René Cardin | KERVOELEN - 1 RUE DE LA FORTELLE,25,modérée,aucun DAE accessible 24h/24
Pîtres,Mairie - Pîtres,mairie@ville-pitres.fr,10 rue de l'Église,27590,Pîtres,https://lannuaire.service-public.gouv.fr/normandie/eure/34e98c26-2186-4860-835d-0f18ce8eddbe,9,9,0,0,3,1,8,inconnu:9,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:6 | événements / heures ouvrables:2 | lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",Hall d'entrée du gymnase - L au V 8h30/12h30 14h00/17h30:1 | Dans le sas d’entrée de l’école primaire - Du L au V 8h/12h - 13h20/17h:1 | Entrée de la salle des fêtes - selon évènements:1,4022 - 71 Rue de la Salle | Mairie de Pitres - CCAS -  Rue Charles de Gaulle - Gymnase - 27bis Rue Charles de Gaulle | Mairie de Pitres - CCAS - 22 rue de la Geôle - École primaire - 22 rue de la Geôle | Mairie de Pitres - CCAS - 10 rue de L'Eglise - Entrée de la salle des fêtes - 10 rue de L'Eglise | Mairie de Pitres - CCAS - 28 rue de la Geôle - École maternelle - 28 rue de la Geôle,25,modérée,aucun DAE accessible 24h/24
Romilly-sur-Andelle,Mairie - Romilly-sur-Andelle,mairie@romilly-sur-andelle.fr,1 ter rue Neuve,27610,Romilly-sur-Andelle,https://lannuaire.service-public.gouv.fr/normandie/eure/c0391320-5b73-4d3e-a0f1-155d467f696d,8,8,0,0,4,1,7,inconnu:8,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:3 | événements / heures ouvrables:2 | lundi, mardi, mercredi, jeudi, vendredi, événements / heures ouvrables:2",Façade école de foot Romilly - Selon évènements:1 | Salle des fêtes - Selon évènements:1 | Dans l'entrée du gymnase sur la droite - L au V 8h/22h30 + selon évènements:1,CC Lyons Andelle - 4 chemin du Mulhomme - Façade école de foot Romilly - 4 chemin du Mulhomme | CC Lyons Andelle - 13 chemin du Marché - Salle des fêtes - 13 chemin du Marché | Syndicat Mixte Gestion des Gymnases - 1642 rue de la Libération - Dans l'entrée du gymnase sur la droite - 1642 rue de la Libération | Gazfio - 12 chemin du Moulin des Ponts - ZA des hautes rives - 12 chemin du Moulin des Ponts | CLG DE LA COTE DES DEUX AMANTS - 1634 rue de la liberté,25,modérée,aucun DAE accessible 24h/24
Saint-André-de-l'Eure,Mairie - Saint-André-de-l'Eure,mairie@ville-st-andre-eure.fr,Place Gambetta,27220,Saint-André-de-l'Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/9c715553-77a4-443b-b667-2414a8d934f2,5,5,0,0,1,0,5,inconnu:5,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:3 | 7j/7 / heures ouvrables:1 | lundi, vendredi, mardi, mercredi, jeudi / heures ouvrables:1",Dans le couloir entre les bureaux et les vestiaires.:1 | COULOIR SEGPA:1 | ACCESSIBLE : DU LUNDI AU SAMEDI 8H30-19H30 DIMANCHE ET JOUR FERIE DE 8H30-12H30:1,DAE-AxFlow-St André de l'Eure - 15 Rue de la Croix Prunelle | CLG LES 7 EPIS - SEGPA - BOULEVARD DE LA COMMUNAUTE EUROPEENNE | DAE-MARKET-ST ANDRE DE L'EURE - 2 Lieu Dit la Justice | CLG LES 7 EPIS - ADMIN - 7 Bd de la Communaute Europeenne | DAE ESAT 27 - SAINT ANDRE DE L EURE - 7 ZAC DE LA CROIX PRUNELLE,25,modérée,aucun DAE accessible 24h/24
Treis-Sants-en-Ouche,Mairie - Treis-Sants-en-Ouche,mairie.treissantsenouche@orange.fr,Saint-Aubin-le-Vertueux Place de la Mairie,27300,Treis-Sants-en-Ouche,https://lannuaire.service-public.gouv.fr/normandie/eure/593dbb5d-2665-487c-af3b-40d348b54f57,3,3,0,0,2,0,3,inconnu:3,"7j/7 / heures ouvrables:1 | événements / heures ouvrables:1 | lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",A droite en entrant:1 | Accueil - L au S 8h30-12h/14h18h:1,POWER HEART AED G3 - 5 Chemin de la briqueterie | CLA231509281 - 3 Route du Moulin Fouret | Josse Treis Sants En Ouche -  D438 - Accueil - 3 D438,25,modérée,aucun DAE accessible 24h/24
Val-Doré,Mairie - Val-Doré,mairielevaldore@gmail.com,Orvaux 8 route de Conches,27190,Val-Doré,https://lannuaire.service-public.gouv.fr/normandie/eure/52ffafc5-2fbe-4324-804f-2c507369137e,3,3,0,0,2,0,3,inconnu:3,"7j/7, événements / heures ouvrables:2 | lundi / heures ouvrables:1","dans la salle annexe de la mairie- Ouvert aussi 16h30-19h00 (Lu, Ma, Je, Ve) + lors des manifestations:1 | Château salle de réception - L au V 9h/17h + selon évènements hors horaires bureaux  S D selon évènements:1 | Dépendances - L au V 9h/17h + selon évènements hors horaires bureaux  S D selon évènements:1",DAE DE L'ANNEXE DE LA MAIRIE D'ORVAUX - 1 ter route de Conches | MS Team Event -  Allée de Quenet - Château salle de réception - 4 Allée de Quenet | MS Team Event -  Allée de Quenet - Dépendances - 4 Allée de Quenet,25,modérée,aucun DAE accessible 24h/24
Vandrimare,Mairie - Vandrimare,info@vandrimare.fr,Rue des Écoles,27380,Vandrimare,https://lannuaire.service-public.gouv.fr/normandie/eure/5371e429-5a0d-4331-b765-9c4921138772,3,3,0,0,1,0,3,inconnu:3,"non renseigné / non renseigné:1 | événements / heures ouvrables:1 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Hall d'entrée de la salle des fêtes - Selon évènements:1 | préau de l école - L au V 8h30/12h + Ma et V 13h30/17h:1,DAE du Centre Socio Culturel de Vandrimare - 8 rue des Sports | CC Lyons Andelle -  Rue des Sports - Hall d'entrée de la salle des fêtes - Rue des Sports | Mairie de Vandrimare -  Rue des ecoles - Ecole - 16 Rue des ecoles,25,modérée,aucun DAE accessible 24h/24
Écouis,Mairie - Écouis,mairie@ecouis.fr,1 place de la Mairie,27440,Écouis,https://lannuaire.service-public.gouv.fr/normandie/eure/6d76da5c-d7e7-473d-bb82-26813c29fe43,3,3,0,0,2,0,3,inconnu:3,"non renseigné / non renseigné:2 | lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",L APPAREIL SE SITUE AU PREMIER ETAGE:1 | L APPAREIL SE SITUE A L ACCUEIL:1,3423 - 5000 5000 Rue Nationale 27440 Écouis | DAE EHPAD DES QUATRE VENTS - ROUTE DU MOULINET | DAE IME ECOUIS - 1 Route de Rouen,25,modérée,aucun DAE accessible 24h/24
Bazincourt-sur-Epte,Mairie - Bazincourt-sur-Epte,secretariat@bazincourt-sur-epte.fr,6 rue de la Mairie,27140,Bazincourt-sur-Epte,https://lannuaire.service-public.gouv.fr/normandie/eure/08c07b5d-df9e-4d3e-9a36-2d61fbae1f34,2,2,0,1,1,0,2,inconnu:2,lundi / heures ouvrables:1 | 7j/7 / 24h/24:1,Dans le sac à l'entrée de l'acceuil:1,BAZINCOURT-SUR-EPTE - 6 rue de la Mairie | FRED EASY AMPHASTAR - 158 Saint Charles,20,modérée,couverture déclarée limitée
Bernouville,Mairie - Bernouville,mairie.bernouville@gmail.com,Rue Georges-Joignet,27660,Bernouville,https://lannuaire.service-public.gouv.fr/normandie/eure/6fdacd06-73ec-4f04-947e-e774785d0d98,2,2,0,1,1,1,1,inconnu:2,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1 | 7j/7 / 24h/24:1",Accueil du site - L au V 8h/18h:1,NOVUS - 10 rue de la Feuillie - Accueil du site - 10 rue de la Feuillie | DAE SALLE COMMUNALE DE BERNOUVILLE - 2 RUE GEORGES CLEMENCEAU,20,modérée,couverture déclarée limitée
Boissey-le-Châtel,Mairie - Boissey-le-Châtel,mairie-boissey@wanadoo.fr,1 place de la Mairie,27520,Boissey-le-Châtel,https://lannuaire.service-public.gouv.fr/normandie/eure/0ed483d3-a717-4d9d-90a1-f10dc7d3e7c9,2,2,0,2,1,1,1,inconnu:2,7j/7 / 24h/24:2,Grande rue au niveau de la bibliothèque - 7j/7 24h/24:1 | Situé au Manoir Normand au niveau de l'accueil de l'hôtel:1,Mairie de Boissey le Chatel - 16 place de la Mairie - Grande rue au niveau de la bibliothèque - 16 place de la Mairie | DAE - Château de Tilly - 43 allée de Guise,20,modérée,couverture déclarée limitée
Glos-sur-Risle,Mairie - Glos-sur-Risle,mairie-glos-sur-risle@wanadoo.fr,3 place Guy-Dutheil,27290,Glos-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/ce576bbf-576f-4309-8f74-c5552d33e09c,2,2,0,2,1,2,0,inconnu:2,7j/7 / 24h/24:2,Salle des Fêtes - 7j/7 24h/24:1 | Façade agence postale - 7j/7 24h/24:1,Mairie de Glos sur Risle - 50 A rue Saint Vincent - Salle des fêtes - 50 A rue Saint Vincent | Mairie de Glos sur Risle -  Place de la Mairie - Façade agence postale - 1 Place de la Mairie,20,modérée,couverture déclarée limitée
Surtauville,Mairie - Surtauville,surtauville@wanadoo.fr,22 route d'Elbeuf,27400,Surtauville,https://lannuaire.service-public.gouv.fr/normandie/eure/a5ea495c-5e7c-4d87-b536-3866da100b85,2,2,0,1,1,1,1,inconnu:2,7j/7 / heures ouvrables:1 | 7j/7 / 24h/24:1,Entrée de la salle des fêtes à gauche. - accessible selon événement:1 | Cour Mairie et Mur école - 7j/7 24h/24:1,Mairie de Surtauville - 22 route d'Elbeuf - Mairie de Surtauville(1) - 22 route d'Elbeuf | Sivos Crasville Quatremare Surtaville - 22 route d'Elbeuf - Cour Mairie et Mur école - 22 route d'Elbeuf,20,modérée,couverture déclarée limitée
Ambenay,Mairie - Ambenay,ambenay.mairie@wanadoo.fr,5 place de l'Église,27250,Ambenay,https://lannuaire.service-public.gouv.fr/normandie/eure/b5fe95ac-27f8-4d0d-a645-393ca1cfb2be,3,3,0,2,0,2,1,inconnu:3,"7j/7 / 24h/24:2 | vendredi, lundi, mardi, mercredi, jeudi / heures ouvrables:1",DAE sur la Place de l'Eglise au niveau du parking vers l'accès grande porte de l'église:1 | ATELIER:1,DAE-Mairie - Place de l'Eglise - 5 Place de l'Eglise | CALISTE MARQUIS - 1 Route d'Ambenay l'Ecureuil | DAE BATIMENT COMMUNAL D'AMBENAY - 5 PLACE DE L'EGLISE,15,faible,accessibilité publique non visible
Amfreville-les-Champs,Mairie - Amfreville-les-Champs,mairie.amfrevilleleschamps@orange.fr,72 rue de la Mairie,27380,Amfreville-les-Champs,https://lannuaire.service-public.gouv.fr/normandie/eure/0a974c34-73d4-4cc5-a007-3acd716fd230,3,2,0,3,0,3,0,inconnu:3,7j/7 / 24h/24:3,Sur la droite par rapport à la porte d'entrée de la mairie. - 7j/7 24h/24:1 | Cour de la mairie au mur sous l’arrêt de bus. - 7j/7 24h/24:1 | extérieur salle des fêtes - 7j/7 24h/24:1,CC Lyons Andelle -  Rue de la Mairie - Sur la droite par rapport à la porte d'entrée de la mairie. - 72 Rue de la Mairie | Mairie d'Amfreville Sous Les Monts - 1 place René Raban - Mairie d'Amfreville Sous Les Monts - 1 place René Raban | Mairie d'Amfreville les Champs - 90 rue de la mairie - Salle des fêtes De Decker - 90 rue de la mairie,15,faible,accessibilité publique non visible
Bueil,Mairie - Bueil,secretariat@ville-bueil.fr,28 Grande rue,27730,Bueil,https://lannuaire.service-public.gouv.fr/normandie/eure/242f5071-42e3-4779-93d2-965b01bbb063,5,5,0,1,0,1,4,inconnu:5,"lundi / heures ouvrables:2 | 7j/7 / 24h/24:1 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Tél. Mairie : 02 32 36 58 74:1 | Tél. Mairie : 0232365874:1 | Accueil collège:1,DAE MAIRIE DE BUEIL - 33 Grande rue | DAE MAIRIE DE BUEIL - 33 Grande Rue | SNCF Gare de Bueil - 1 Place de la Gare | FRED PA-1 ENTIEREMENT AUTOMATIQUE - 22 1 rue des chalps | Pharmacie THÉRIAQUE - Place du centre commercial,15,faible,accessibilité publique non visible
Bémécourt,Mairie - Bémécourt,sivos@sivos-mairie-bemecourt.fr,1 place des Noës,27160,Bémécourt,https://lannuaire.service-public.gouv.fr/normandie/eure/0258ff89-d9fc-4597-a626-7b6294507279,4,4,0,1,0,0,4,inconnu:4,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:3 | 7j/7 / 24h/24:1",PROCHE SALLE A MANGER:1,FRED PA1 - 20 Chemin du Patrouillet | DAE ECOLE DE BEMECOURT - 2 PLACE DES NOES PRES DE LA MAIRIE | DAE SALLE DES FETES - 18 BIS CHEMIN DU PATROUILLET | DAE MAIRIE DE BEMECOURT - 1 PLACE DE NOES,15,faible,accessibilité publique non visible
Chambois,Mairie - Chambois,mairie@chambois.fr,Avrilly 7 rue des Bordes,27240,Chambois,https://lannuaire.service-public.gouv.fr/normandie/eure/3e43ff37-6ef4-4ddc-bbaf-778e80b9e7ed,3,3,0,2,0,2,1,inconnu:3,"7j/7 / 24h/24:2 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",,DAE MAIRIE DE CHAMBOIS - AVRILLY - 7 RUE DES BORDES AVRILLY | DAE MAIRIE DE CORNEUIL - 17 ROUTE FLEURIE CORNEUIL | DAE SALLE DES FETES DE THOMER - 4 ROUTE D'ORLEANS THOMER LA SOGNE,15,faible,accessibilité publique non visible
Clef-Vallée-d'Eure,Mairie - Clef-Vallée-d'Eure,mairie@clefve.fr,La Croix-Saint-Leufroy 6 rue de Louviers,27490,Clef-Vallée-d'Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/4e251021-9f53-4e12-a6c4-e40e91c84cb9,3,3,0,1,0,1,2,inconnu:3,non renseigné / heures ouvrables:2 | 7j/7 / 24h/24:1,Entre les vestiaires arbitre et joueurs - 7j/7 24h/24:1,CA Seine Eure Agglomeration -  Rue de Saint Vigor - Stade Emile Letord - 1 Rue de Saint Vigor | DECHETERIE DE LA CROIX ST LEUFROY - RUE DU CHEMIN VERT | VIVIER EXPLOITATION - 15 RUE DE LOUVIERS,15,faible,accessibilité publique non visible
Corneville-sur-Risle,Mairie - Corneville-sur-Risle,mairie-de-cornevillesurrisle@wanadoo.fr,2621 chemin de la Vierge,27500,Corneville-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/558885a2-481f-450b-a885-774289bb2159,4,4,0,3,0,2,2,inconnu:4,7j/7 / 24h/24:3 | non renseigné / heures ouvrables:1,"Salle des Fêtes - 7j/7 24h/24:1 | Stade de Football - 7j/7 24h/24:1 | Garage des cars, sur le mur des bureaux administratifs - 7j/7 24h/24:1",Mairie de Corneville Sur Risle - 2621 Chemin de la Vierge - Salle des fêtes - 2621 Chemin de la Vierge | Mairie de Corneville Sur Risle - 2621 chemin de la vierge - Salle communale - 2621 chemin de la vierge | Transdev Normandie Pont Audemer - 342 avenue Robert Planquette - Lieudit Les Pres Hazay - 342 avenue Robert Planquette | LES CLOCHES DE CORNEVILLE - 51 RUE DU CARILLON,15,faible,accessibilité publique non visible
Gasny,Mairie - Gasny,mairie@gasny.fr,42 rue de Paris,27620,Gasny,https://lannuaire.service-public.gouv.fr/normandie/eure/8050af6a-397a-4909-a5db-e6de1dda7fcd,11,11,0,6,0,6,5,inconnu:11,"7j/7 / 24h/24:6 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:3 | vendredi, lundi, samedi, mardi, mercredi, jeudi / heures ouvrables:1",Entrée:1 | BUREAU:1 | DERRIERE LES CAISSES:1,FRED PA-1 ENTIEREMENT AUTOMATIQUE - 2 Rue Schuman | PHILIPS HEARTSTART DEFIBRILLATEUR HS1 - 7 ROUTE DE FOURGES | DAE GASNY - SALLE DES FETES - 10 Route de Fourges | DAE GASNY - EGLISE - 2 Place de l'Eglise | DAE GASNY - ECOLE LES COCCINELLES - 3 Rue Robert Schumann,15,faible,accessibilité publique non visible
Heudreville-sur-Eure,Mairie - Heudreville-sur-Eure,,Place de la Mairie,27400,Heudreville-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/d391695c-e4ff-4b0c-87b2-cbdf9e779081,3,3,0,2,0,3,0,inconnu:3,"lundi, 7j/7 / heures ouvrables, 24h/24:1 | lundi / heures ouvrables:1 | 7j/7 / 24h/24:1","mur de la mairie, côté église:2",DAE DE LA MAIRIE D'HEUDREVILLE SUR EURE - Salle de sport Jean Luc REICHER Rue Rene Huet | DAE de la Mairie d'Heudreville sur eure - 5 place de la mairie | Les 3 lacs Bernières Mairie - 2 Chemin de la Continuite,15,faible,accessibilité publique non visible
Le Vieil-Évreux,Mairie - Le Vieil-Évreux,mairie@levieilevreux.fr,20 rue du Jonctier,27930,Le Vieil-Évreux,https://lannuaire.service-public.gouv.fr/normandie/eure/f643205e-ce9d-41ba-91d2-be44bdebddac,14,14,0,1,0,1,13,inconnu:14,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:7 | non renseigné / heures ouvrables:2 | lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",En face l'entrée:1 | Mur gauche mairie place handicapés:1 | Vestiaire arbitre:1,"GRAND FRAIS GESTION - 123 123 Rue de Cocherel | Basic-Fit Le Vieil Evreux, 59 rue Jacqueline Auriol 4403 - 59 Rue Jacqueline Auriol | FRED PA-1 ENTIEREMENT AUTOMATIQUE - 1186 1145 route de paris | FRED PA-1 ENTIEREMENT AUTOMATIQUE - 20 rue du jonctier | FRED PA-1 ENTIEREMENT AUTOMATIQUE - 19 Rue du stade",15,faible,accessibilité publique non visible
Les Hogues,Mairie - Les Hogues,mairiedeshogues@wanadoo.fr,5 rue de l'Église,27910,Les Hogues,https://lannuaire.service-public.gouv.fr/normandie/eure/c149c8fb-44a4-402c-b973-70773b8beab5,3,3,0,1,0,1,2,inconnu:3,"lundi / heures ouvrables:1 | 7j/7 / 24h/24:1 | mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",TEL : 0235236237:1 | Extérieur salle des fêtes - 7j/7 24h/24:1 | à l'intérieur d'une armoire dans le hall de la bibliothèque - M au V 15h/18h et S 10h/12h:1,DAE Mairie de Vascoeuil - 12 rue des écoles | Mairie de Les Hogues -  RD 6 - Salle des fêtes - 23 RD 6 | Mairie de Les Hogues - 1 rue des Ecoles - à l'intérieur d'une armoire dans le hall de la bibliothèque - 1 rue des Ecoles,15,faible,accessibilité publique non visible
Montfort-sur-Risle,Mairie - Montfort-sur-Risle,mairie.montfortsurrisle@wanadoo.fr,3 rue Saint-Pierre,27290,Montfort-sur-Risle,https://lannuaire.service-public.gouv.fr/normandie/eure/f3454d89-049c-4c9b-bb52-84eb39bf554a,5,5,0,1,0,1,4,inconnu:5,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:2 | 7j/7 / 24h/24:1 | lundi, mardi, mercredi, jeudi, vendredi, samedi / heures ouvrables:1",Salle des profs:1 | Entrée du bâtiment - 7j/7 24h/24:1 | Hall d’entrée - Selon horaires ouverture du centre technique:1,FRED PA-1 ENTIEREMENT AUTOMATIQUE - 8 80 rue st piere | CC Pont-Audemer / Val de Risle -  Rue Bertrand Beauchesne - maison pour tous - 2 Rue Bertrand Beauchesne | CC Pont-Audemer / Val de Risle - 1 rue René Sautin - Centre Technique - 1 rue René Sautin | CC Pont-Audemer / Val de Risle - 5 place des Annonciades - Ecole de Musique Val de Risle - 5 place des Annonciades | HAVE WILFRID - 82 RUE SAINT PIERRE,15,faible,accessibilité publique non visible
Nonancourt,Mairie - Nonancourt,commune@mairie-nonancourt.fr,31 rue Hippolyte-Lozier,27320,Nonancourt,https://lannuaire.service-public.gouv.fr/normandie/eure/545d9366-0ce1-486a-9505-5b458b836797,4,4,0,1,0,1,3,inconnu:4,"7j/7 / 24h/24:1 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1 | lundi, vendredi, samedi, mardi, mercredi, jeudi / heures ouvrables:1",ACCUEIL PROCHE DES CAISSES:1,SNCF Gare de Nonancourt - 3 Route de Damville | DAE-GT27 - 963 Rue de la Vallee aux Bois | CARREFOUR - NONANCOURT - Rue de la cité neuve | PHARMACIE DE NONANCOURT - 53 GRANDE RUE,15,faible,accessibilité publique non visible
Pacy-sur-Eure,Mairie - Pacy-sur-Eure,mairie@pacy27.fr,Place René-Tomasini,27120,Pacy-sur-Eure,https://lannuaire.service-public.gouv.fr/normandie/eure/65dbd183-5d2f-4146-a711-ac4e49f16458,30,30,0,5,0,7,23,inconnu:30,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:9 | 7j/7 / 24h/24:5 | événements / heures ouvrables:4",entrée:4 | acceuil:3 | facade:3,CLG GEORGES POMPIDOU - 2 Avenue de Madrie | FRED PA-1 ENTIEREMENT AUTOMATIQUE - 10 113 RUE EDOUARD ISAMBARD | BRICOMARCHE - NIGEL - 12 Rue du 18 Juin 1940 | FRED EASY LIFE D.E.A - 3 rue du chateau | FRED EASY LIFE D.E.A - 8 place thomas sini,15,faible,accessibilité publique non visible
Perriers-sur-Andelle,Mairie - Perriers-sur-Andelle,accueil@perrierssurandelle.com,46 rue du Général-de-Gaulle,27910,Perriers-sur-Andelle,https://lannuaire.service-public.gouv.fr/normandie/eure/d3b76da8-a1bd-4501-8a43-3638b286fb42,5,5,0,1,0,1,4,inconnu:5,"non renseigné / non renseigné:1 | événements / heures ouvrables:1 | lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:1",Hall gymnase - Selon évènements:1 | entree:1 | sur le côté du vestiaire au stade de football - 7j/7 24h/24:1,DAE du Complexe sportif JAURES - 6 rue de la Forêt | CC Lyons Andelle - 18 rue de la Forêt - Hall gymnase - 18 rue de la Forêt | FRED EASY AUTO AVEC  METRONOME - 53 18 A rue de la foret | Mairie de Perriers sur Andelle -  Rue de la Forêt - Complexe Sportif - Rue de la Forêt | PHILLIPS HS1 - 1ter Rue des Canadiens,15,faible,accessibilité publique non visible
Pont-Saint-Pierre,Mairie - Pont-Saint-Pierre,mairie@pontsaintpierre.fr,54 Grande-Rue,27360,Pont-Saint-Pierre,https://lannuaire.service-public.gouv.fr/normandie/eure/560df136-ecfd-4f2a-953c-966f63125c4b,4,4,0,1,0,2,2,inconnu:4,"lundi, vendredi, mardi, mercredi, jeudi / heures ouvrables:3 | 7j/7 / 24h/24:1",Salle Calvo - mur toilettes publiques - 7j/7 24h/24:1 | COULOIR ADMINISTRATIF:1 | ENTREE ATELIER PROD BAT B:1,Mairie de Pont-Saint-Pierre -  Place du Marché - Salle des fêtes - 147 Place du Marché | MILTON ROY - ACCUEIL - 10 GRANDE RUE | MILTON ROY - ATELIER PROD BAT B - 10 GRANDE RUE | MILTON ROY - BAT K - 10 GRANDE RUE,15,faible,accessibilité publique non visible
Quillebeuf-sur-Seine,Mairie - Quillebeuf-sur-Seine,mairie-dequillebeuf@wanadoo.fr,74 quai de Seine,27680,Quillebeuf-sur-Seine,https://lannuaire.service-public.gouv.fr/normandie/eure/75d58b7f-5768-47cc-a0ff-c1014802e5b5,3,3,0,1,0,1,2,inconnu:3,"événements / heures ouvrables:1 | 7j/7 / 24h/24:1 | lundi, mardi, jeudi, mercredi, vendredi, samedi, dimanche, jours fériés / heures ouvrables:1","Hall d'entrée - selon événements:1 | Façade côté école maternelle ( proximité du local poubelle) - 7j/7 24h/24:1 | Lundi au samedi : 5h30-22h30. Dimanche et jours fériés : 5h30-22h30. Tous les défibrillateurs sont à bord des bacs, qu'ils soient maritimes ou fluviaux, il y a un défibrillateur embarqué:1",Mairie de Quillebeuf sur Seine -  Rue aux vaches - Salle Communale Jacques Langlois - 6 Rue aux vaches | CC Pont-Audemer / Val de Risle - 20 rue Saint Seurin - Façade côté école maternelle ( proximité du local poubelle) - 20 rue Saint Seurin | FRED PA-1 ONLINE AUTOMATIQUE - Place du Bac,15,faible,accessibilité publique non visible
Rugles,Mairie - Rugles,contact@mairie-rugles.fr,33 ter rue Aristide-Briand,27250,Rugles,https://lannuaire.service-public.gouv.fr/normandie/eure/0e07e362-26dc-499d-a790-e01ee3256fb8,13,13,0,5,0,5,8,inconnu:13,"lundi, mardi, mercredi, jeudi, vendredi / heures ouvrables:6 | 7j/7 / 24h/24:5 | non renseigné / non renseigné:1",,SAVER ONE - 8 RUE JEAN MOULIN | DAE MAIRIE DE RUGLES - 33 T RUE ARISTIDE BRIAND | DAE ECOLE ELEMENTAIRE - 11 RUE DE LA CHENOTIERE | DAE EFS RUGLES - 33 TER RUE ARISTIDE BRIAND | DAE ECOLE PRIMAIRE - 43 RUE GEORGES CLEMENCEAU,15,faible,accessibilité publique non visible
Sacquenville,Mairie - Sacquenville,accueil@sacquenville.fr,1 place de la Mairie,27930,Sacquenville,https://lannuaire.service-public.gouv.fr/normandie/eure/613829fe-792e-4fda-9de0-e54f9690df0a,3,3,0,2,0,3,0,inconnu:3,"7j/7 / 24h/24:2 | vendredi, lundi, mardi, mercredi, jeudi / heures ouvrables:1",SOUS LE PREAU DE L'ECOLE:1 | FACADE DE LA POSTE:1 | FACADE DE LA SALLE DES FETES:1,GROUPE SCOLAIRE SACQUENVILLE - 6 Rue du Désert | LA POSTE SACQUENVILLE - 3 Rue du Bout aux Plaids | SALLE DES FETES SACQUENVILLE - 10 Rue de Floquet,15,faible,accessibilité publique non visible
Saint-Aubin-sur-Quillebeuf,Mairie - Saint-Aubin-sur-Quillebeuf,mairie-st-aubin-s-quillebeuf@wanadoo.fr,330 rue de l'Église,27680,Saint-Aubin-sur-Quillebeuf,https://lannuaire.service-public.gouv.fr/normandie/eure/513b6f33-ccd6-4889-8c2c-8a85141e4588,4,4,0,1,0,2,2,inconnu:4,non renseigné / non renseigné:2 | lundi / heures ouvrables:1 | 7j/7 / 24h/24:1,Tél Mairie : 0232575479:1 | Positionné sur le côté de la mairie:1,DAE de la Mairie Saint-Aubin-sur-Quillebeuf - 263 rue de l'église | SASSETOT LE MALGARDE 1 - 110 Rue de la Mairie | DAE Mairie de St Aubin sur Quillebeuf - 263 rue de l'Eglise | DAE MAIRIE - 312 Rue de l'Eglise,15,faible,accessibilité publique non visible
